age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,anual_income,monthly_rate,num_companies_worked,over18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,year_birth,monthly_income,number_children,remote_work
28,Yes,Unknown,1485.0,Unknown,12.0,1,Unknown,0,3,Female,79.0,3,1,Laboratory Technician,4,Married,3299.17,22955.0,1,Yes,Unknown,11.0,0,4,80.0,0.0,0,4,2,1,0,0,0,1995,274.93,,Yes
40,No,Unknown,902.0,Unknown,29.0,2,Medical,1180,2,Female,92.0,2,2,Research Scientist,4,Married,4422.0,21203.0,3,Yes,Yes,13.0,3,4,,1.0,16,3,1,1,0,0,0,1983,368.5,,Yes
19,No,Travel Rarely,645.0,Unknown,47.0,2,Unknown,1193,3,Male,54.0,3,1,Research Scientist,1,Single,2552.0,7172.0,1,Yes,No,25.0,0,3,,0.0,1,4,3,1,0,0,0,2004,212.67,,No
20,No,Travel Rarely,654.0,Unknown,21.0,3,Marketing,1226,3,Male,43.0,4,1,Sales Representative,4,Single,2678.0,5050.0,1,Yes,Unknown,17.0,3,4,,0.0,2,2,3,2,0,2,2,2003,223.17,,Yes
40,No,Unknown,107.0,Unknown,10.0,3,Unknown,0,2,Female,84.0,2,2,Sales Executive,2,Divorced,6982.03,11591.0,7,Yes,No,12.0,3,2,,1.0,7,2,4,5,0,1,3,1983,581.84,,No
19,Yes,Unknown,504.0,Unknown,10.0,3,Unknown,0,1,Female,96.0,2,1,Research Scientist,2,Unknown,3314.25,6148.0,1,Yes,Unknown,25.0,4,2,,0.0,0,2,4,1,1,0,0,2004,276.19,,Yes
59,No,Unknown,326.0,Unknown,3.0,3,Unknown,1254,3,Female,48.0,2,2,Sales Executive,4,Single,5171.0,16490.0,5,Yes,No,17.0,3,4,80.0,0.0,13,2,3,6,0,0,5,1964,430.92,,No
30,No,Travel Rarely,634.0,Research & Development,17.0,4,Medical,1321,2,Female,95.0,3,3,Manager,1,Unknown,11916.0,25927.0,1,Yes,Yes,23.0,4,4,80.0,2.0,0,2,3,9,0,0,8,1993,993.0,,No
45,No,Travel Rarely,1448.0,Unknown,29.0,3,Unknown,1465,2,Male,55.0,3,3,Manufacturing Director,4,Married,9380.0,14720.0,4,Yes,Yes,18.0,0,4,,2.0,0,4,4,3,0,1,2,1978,781.67,,Yes
40,No,Travel Rarely,896.0,Unknown,2.0,3,Unknown,0,3,Male,68.0,3,1,Research Scientist,3,Unknown,3314.25,8045.0,2,Yes,No,14.0,3,3,,1.0,0,3,4,3,0,1,2,1983,276.19,,No
30,No,Unknown,1358.0,Unknown,42.0,1,Life Sciences,1479,4,Male,96.0,3,2,Sales Executive,3,Unknown,6982.03,2939.0,8,Yes,Unknown,15.0,0,3,,2.0,4,2,2,2,0,2,2,1993,581.84,,No
24,No,Unknown,807.05,Research & Development,24.0,2,Technical Degree,1551,3,Male,57.0,2,1,Laboratory Technician,1,Unknown,3299.17,10036.0,0,Yes,Unknown,14.0,0,2,,3.0,0,3,3,1,0,0,0,1999,274.93,,No
32,No,Unknown,824.0,Unknown,5.0,2,Life Sciences,1555,4,Female,67.0,2,2,Research Scientist,2,Married,5878.0,15624.0,3,Yes,No,12.0,3,1,,1.0,12,2,3,7,0,2,5,1991,489.83,,Yes
28,Yes,Travel Rarely,329.0,Unknown,24.0,3,Medical,1604,3,Male,51.0,3,1,Laboratory Technician,2,Married,3299.17,7324.0,1,Yes,Unknown,17.0,3,3,80.0,3.0,0,3,3,1,0,0,0,1995,274.93,,No
49,No,Unknown,1313.0,Sales,11.0,4,Unknown,1757,4,Female,65.99,3,2,Sales Executive,4,Single,6982.03,8191.0,3,Yes,Unknown,12.0,3,3,80.0,0.0,8,1,4,5,0,0,4,1974,581.84,,Yes
38,No,Travel Frequently,594.0,Research & Development,2.0,2,Medical,1760,3,Female,75.0,2,1,Laboratory Technician,2,Married,2468.0,15963.0,4,Yes,Unknown,14.0,3,2,,1.0,9,4,2,6,0,0,5,1985,205.67,,No
46,No,Travel Rarely,734.0,Unknown,2.0,4,Unknown,1789,3,Male,46.0,3,2,Research Director,4,Unknown,16089.84,14218.0,7,Yes,Unknown,17.0,3,3,,1.0,24,3,3,2,0,2,2,1977,1340.82,,Yes
34,Yes,Travel Frequently,234.0,Unknown,9.0,4,Life Sciences,1807,4,Male,93.0,3,2,Laboratory Technician,1,Unknown,3299.17,6208.0,4,Yes,Unknown,17.0,3,3,,1.0,0,3,2,7,0,0,7,1989,274.93,,No
39,No,Unknown,766.0,Unknown,20.0,3,Life Sciences,1812,3,Male,83.0,3,2,Sales Executive,4,Unknown,4127.0,19188.0,2,Yes,Unknown,18.0,3,4,,1.0,7,6,3,2,0,2,2,1984,343.92,,No
26,Yes,Travel Rarely,920.0,Human Resources,20.0,2,Unknown,1818,4,Female,69.0,3,1,Human Resources,2,Married,2148.0,6889.0,0,Yes,Yes,11.0,3,3,,0.0,6,3,3,5,0,1,4,1997,179.0,,Yes
54,No,Travel Rarely,431.0,Unknown,7.0,4,Medical,1830,4,Female,68.0,3,2,Research Scientist,4,Married,3314.25,15696.0,4,Yes,No,15.0,3,2,,1.0,14,2,2,7,0,1,7,1969,276.19,,No
36,No,Travel Frequently,1213.0,Unknown,2.0,1,Unknown,1890,2,Male,94.0,2,2,Human Resources,4,Unknown,3886.0,4223.0,1,Yes,No,21.0,4,4,80.0,0.0,10,2,2,10,0,0,8,1987,323.83,,Yes
32,Yes,Travel Frequently,238.0,Research & Development,5.0,2,Unknown,1939,1,Female,47.0,4,1,Research Scientist,3,Unknown,3314.25,15318.0,3,Yes,Yes,14.0,3,1,,0.0,8,2,3,4,0,0,3,1991,276.19,,No
32,No,Unknown,1146.0,Unknown,15.0,4,Unknown,0,3,Female,65.99,3,2,Healthcare Representative,4,Unknown,6667.0,16542.0,5,Yes,No,18.0,3,2,80.0,1.0,9,6,3,5,0,1,2,1991,555.58,,Yes
28,Yes,Unknown,1404.0,Research & Development,17.0,3,Unknown,0,3,Male,32.0,2,1,Laboratory Technician,4,Unknown,3299.17,18779.0,5,Yes,No,12.0,3,1,80.0,1.0,0,2,2,4,0,0,3,1995,274.93,,Yes
33,No,Unknown,1313.0,Unknown,1.0,2,Medical,1994,2,Male,59.0,2,1,Laboratory Technician,3,Divorced,3299.17,20439.0,1,Yes,Unknown,12.0,3,3,,3.0,0,2,2,1,0,0,0,1990,274.93,,No
0,Yes,Travel Rarely,1373.0,Unknown,2.0,2,Unknown,4,4,Male,92.0,2,1,Laboratory Technician,3,Single,2090.0,2396.0,6,Yes,Yes,15.0,3,2,,0.0,7,3,3,0,0,0,0,1986,174.17,,Yes
59,No,Travel Rarely,1324.0,Unknown,3.0,3,Medical,10,3,Female,81.0,4,1,Laboratory Technician,1,Unknown,3299.17,9964.0,4,Yes,Unknown,20.0,0,1,,3.0,12,3,2,1,0,0,0,1964,274.93,,Yes
30,No,Travel Rarely,1358.0,Unknown,24.0,1,Life Sciences,0,4,Male,67.0,3,1,Laboratory Technician,3,Divorced,3299.17,13335.0,1,Yes,Unknown,22.0,4,2,,1.0,1,2,3,1,0,0,0,1993,274.93,,Yes
22,No,Unknown,1123.0,Unknown,16.0,2,Unknown,0,4,Male,96.0,4,1,Laboratory Technician,4,Unknown,3299.17,7324.0,1,Yes,Yes,13.0,3,2,,2.0,0,2,2,1,0,0,0,2001,274.93,,No
21,No,Travel Rarely,391.0,Unknown,15.0,2,Unknown,30,3,Male,96.0,3,1,Research Scientist,4,Single,3314.25,19281.0,1,Yes,No,14.0,3,4,,0.0,0,6,3,0,0,0,0,2002,276.19,,Yes
30,No,Travel Rarely,125.0,Unknown,9.0,2,Medical,41,4,Male,83.0,2,1,Laboratory Technician,3,Unknown,3299.17,16117.0,1,Yes,Unknown,13.0,3,1,,0.0,10,5,3,10,0,1,8,1993,274.93,,No
39,Yes,Travel Rarely,895.0,Unknown,18.0,3,Technical Degree,42,1,Male,56.0,3,2,Sales Representative,4,Married,2086.0,3335.0,3,Yes,No,14.0,3,3,,1.0,19,6,4,1,0,0,0,1984,173.83,,Yes
24,Yes,Travel Rarely,813.0,Unknown,1.0,3,Unknown,0,2,Male,61.0,3,1,Research Scientist,4,Unknown,3314.25,3020.0,2,Yes,Yes,16.0,3,1,,1.0,6,2,0,2,0,2,0,1999,276.19,,No
35,No,Unknown,807.05,Research & Development,4.0,2,Other,53,3,Male,75.0,3,1,Laboratory Technician,4,Divorced,1951.0,10910.0,1,Yes,Unknown,12.0,3,3,,1.0,1,3,3,1,0,0,0,1988,162.58,,Yes
27,No,Unknown,1240.0,Unknown,2.0,4,Life Sciences,54,4,Female,33.0,3,1,Laboratory Technician,1,Divorced,3299.17,19715.0,1,Yes,Unknown,13.0,3,4,,1.0,0,6,3,1,0,0,0,1996,274.93,,No
26,Yes,Unknown,1357.0,Unknown,25.0,3,Life Sciences,55,1,Male,48.0,1,1,Laboratory Technician,3,Single,3299.17,10558.0,1,Yes,Unknown,12.0,3,3,,0.0,1,2,2,1,0,0,1,1997,274.93,,No
37,No,Unknown,807.05,Research & Development,24.0,2,Life Sciences,0,2,Male,73.0,3,1,Research Scientist,2,Married,3022.0,10227.0,4,Yes,No,21.0,4,1,,0.0,8,1,3,1,0,0,0,1986,251.83,,No
35,No,Unknown,1229.0,Unknown,46.0,1,Unknown,0,4,Male,36.0,4,1,Laboratory Technician,4,Unknown,3299.17,4892.0,1,Yes,No,19.0,0,4,,0.0,1,2,3,1,0,0,1,1988,274.93,,Yes
48,Yes,Unknown,626.0,Unknown,1.0,2,Unknown,64,1,Male,98.0,2,3,Laboratory Technician,3,Unknown,3299.17,19294.0,9,Yes,Unknown,13.0,3,4,,0.0,0,2,3,1,0,0,0,1975,274.93,,No
35,No,Non Travel,1097.0,Unknown,11.0,2,Medical,70,3,Male,79.0,2,3,Healthcare Representative,1,Married,7812.92,8302.0,2,Yes,Yes,13.0,3,3,,1.0,10,3,3,4,0,2,3,1988,651.08,,Yes
55,No,Travel Rarely,836.0,Unknown,8.0,3,Unknown,84,4,Female,65.99,3,4,Manager,3,Divorced,17421.96,19730.0,2,Yes,Yes,14.0,3,3,,3.0,21,2,3,5,0,0,2,1968,1451.83,,Yes
45,No,Unknown,1339.0,Unknown,7.0,3,Life Sciences,0,2,Male,59.0,3,3,Research Scientist,1,Unknown,9724.0,18787.0,2,Yes,No,17.0,3,3,,1.0,0,2,3,1,0,0,0,1978,810.33,,Yes
36,Yes,Unknown,318.0,Unknown,9.0,3,Medical,0,4,Male,65.99,2,1,Research Scientist,3,Unknown,3388.0,21777.0,0,Yes,Unknown,17.0,3,1,,1.0,0,0,2,1,0,0,0,1987,282.33,,Yes
36,No,Travel Rarely,132.0,Research & Development,6.0,3,Life Sciences,97,2,Female,55.0,4,1,Laboratory Technician,4,Unknown,3038.0,22002.0,3,Yes,No,12.0,3,2,,0.0,0,3,3,1,0,0,0,1987,253.17,,Yes
45,No,Travel Rarely,193.0,Research & Development,6.0,4,Other,0,4,Male,52.0,3,3,Research Director,1,Unknown,16089.84,15067.0,4,Yes,Yes,14.0,3,2,,0.0,0,3,4,0,0,0,0,1978,1340.82,,No
55,No,Unknown,111.0,Unknown,1.0,2,Unknown,106,1,Male,70.0,3,3,Sales Executive,4,Married,6982.03,18092.0,3,Yes,Unknown,14.0,3,4,,1.0,0,4,3,1,0,1,0,1968,581.84,,Yes
23,No,Unknown,541.0,Unknown,2.0,1,Technical Degree,113,3,Male,62.0,3,1,Sales Representative,1,Divorced,2322.0,9518.0,3,Yes,No,13.0,3,3,,1.0,0,3,3,0,0,0,0,2000,193.5,,No
32,No,Travel Rarely,827.0,Unknown,1.0,1,Life Sciences,0,4,Male,71.0,3,1,Research Scientist,1,Single,3314.25,15178.0,1,Yes,No,13.0,3,4,,0.0,0,2,3,1,0,0,0,1991,276.19,,Yes
20,Yes,Unknown,871.0,Research & Development,6.0,3,Life Sciences,137,4,Female,66.0,2,1,Laboratory Technician,4,Single,2926.0,19783.0,1,Yes,Yes,18.0,0,2,,0.0,0,5,3,1,0,1,0,2003,243.83,,No
37,No,Unknown,1040.0,Unknown,2.0,2,Life Sciences,139,3,Male,100.0,2,2,Healthcare Representative,4,Divorced,7812.92,15850.0,5,Yes,No,14.0,3,4,80.0,1.0,17,2,4,1,0,0,0,1986,651.08,,No
22,No,Unknown,807.05,Research & Development,15.0,3,Unknown,144,2,Female,59.0,3,1,Laboratory Technician,4,Single,3299.17,23785.0,1,Yes,No,15.0,3,3,,0.0,0,5,3,0,0,0,0,2001,274.93,,No
34,No,Unknown,1031.0,Unknown,24.0,4,Life Sciences,0,2,Female,45.0,2,2,Research Scientist,2,Unknown,4505.0,15000.0,6,Yes,Unknown,15.0,3,3,80.0,1.0,0,3,3,1,0,0,0,1989,375.42,,Yes
36,No,Unknown,922.0,Unknown,3.0,2,Life Sciences,155,1,Female,39.0,3,1,Laboratory Technician,4,Divorced,2835.0,2561.0,5,Yes,Unknown,22.0,4,1,,1.0,0,2,3,1,0,0,0,1987,236.25,,No
19,Yes,Travel Rarely,528.0,Sales,22.0,1,Marketing,167,4,Male,65.99,3,1,Sales Representative,3,Single,2619.11,26820.0,1,Yes,Yes,19.0,3,4,,0.0,0,2,2,0,0,0,0,2004,218.26,,Yes
41,No,Unknown,807.05,Unknown,9.0,4,Life Sciences,200,3,Male,94.0,3,1,Laboratory Technician,1,Unknown,3299.17,6961.0,2,Yes,Unknown,21.0,4,4,,1.0,7,2,3,5,0,1,4,1982,274.93,,Yes
19,No,Unknown,807.05,Unknown,18.0,1,Unknown,201,2,Female,79.0,3,1,Laboratory Technician,2,Single,3299.17,16102.0,1,Yes,No,14.0,0,4,,0.0,1,3,3,1,0,0,0,2004,274.93,,No
51,No,Unknown,1169.0,Unknown,7.0,4,Unknown,211,2,Male,34.0,2,2,Manufacturing Director,3,Married,7350.56,13983.0,2,Yes,No,17.0,3,3,,0.0,10,2,3,1,0,0,0,1972,612.55,,Yes
58,No,Unknown,1145.0,Unknown,9.0,3,Unknown,214,2,Female,75.0,2,1,Research Scientist,2,Married,3314.25,11873.0,4,Yes,Yes,20.0,4,2,,1.0,9,3,2,1,0,0,0,1965,276.19,,No
19,Yes,Travel Frequently,602.0,Unknown,1.0,1,Unknown,0,3,Female,100.0,1,1,Sales Representative,1,Unknown,2619.11,20989.0,0,Yes,No,21.0,4,1,,0.0,1,5,0,0,0,0,0,2004,218.26,,Yes
19,Yes,Travel Rarely,303.0,Unknown,2.0,3,Life Sciences,243,2,Male,65.99,2,1,Laboratory Technician,4,Single,3299.17,9241.0,1,Yes,Unknown,22.0,4,3,,0.0,1,3,2,1,0,1,0,2004,274.93,,Yes
35,Yes,Travel Rarely,556.0,Unknown,23.0,2,Unknown,0,2,Male,50.0,2,2,Manufacturing Director,3,Unknown,7350.56,15497.0,3,Yes,Yes,13.0,3,1,,0.0,8,1,3,1,0,0,1,1988,612.55,,Yes
38,No,Travel Rarely,1261.0,Unknown,38.0,4,Unknown,271,4,Male,65.99,3,2,Manufacturing Director,3,Unknown,6553.0,7259.0,9,Yes,Unknown,14.0,3,2,80.0,0.0,14,3,3,1,0,0,0,1985,546.08,,No
38,Yes,Unknown,1180.0,Unknown,29.0,1,Medical,282,2,Male,70.0,3,2,Healthcare Representative,1,Married,6673.0,11354.0,7,Yes,Yes,19.0,0,2,80.0,0.0,17,2,3,1,0,0,0,1985,556.08,,No
41,No,Unknown,896.0,Sales,6.0,3,Life Sciences,0,4,Female,75.0,3,3,Manager,4,Single,13591.0,14674.0,3,Yes,Yes,18.0,3,3,,0.0,0,3,3,1,0,0,0,1982,1132.58,,No
59,No,Travel Rarely,142.0,Unknown,3.0,3,Life Sciences,309,3,Male,70.0,2,1,Research Scientist,4,Married,2177.0,8456.0,3,Yes,Unknown,17.0,3,1,,1.0,7,6,3,1,0,0,0,1964,181.42,,Yes
50,No,Travel Rarely,854.0,Unknown,1.0,4,Medical,323,4,Female,68.0,3,2,Manager,4,Divorced,19517.0,24118.0,3,Yes,No,11.0,3,3,,1.0,0,3,2,7,0,0,6,1973,1626.42,,No
41,No,Travel Rarely,1411.0,Research & Development,19.0,2,Life Sciences,334,3,Male,36.0,3,2,Research Scientist,1,Divorced,3314.25,19877.0,2,Yes,Unknown,16.0,3,1,,2.0,17,2,2,1,0,0,0,1982,276.19,,Yes
45,No,Unknown,252.0,Unknown,1.0,3,Unknown,0,3,Male,70.0,4,2,Manager,4,Unknown,19202.0,15970.0,0,Yes,Unknown,11.0,3,3,,1.0,25,2,3,24,0,1,7,1978,1600.17,,No
37,Yes,Unknown,504.0,Unknown,10.0,3,Medical,342,1,Male,61.0,3,3,Manufacturing Director,3,Unknown,10048.0,22573.0,6,Yes,No,11.0,0,2,80.0,2.0,17,5,3,1,0,0,0,1986,837.33,,Yes
51,No,Unknown,833.0,Unknown,38.0,3,Unknown,0,3,Male,96.0,3,1,Research Scientist,4,Married,2723.0,23231.0,1,Yes,No,11.0,3,2,,0.0,1,0,2,1,0,0,0,1972,226.92,,Yes
28,Yes,Travel Rarely,529.0,Unknown,2.0,4,Life Sciences,364,1,Male,79.0,3,1,Laboratory Technician,3,Single,3299.17,14935.0,2,Yes,Unknown,11.0,3,3,,0.0,5,5,1,0,0,0,0,1995,274.93,,No
29,No,Travel Rarely,1210.0,Unknown,2.0,3,Medical,0,1,Male,78.0,2,2,Sales Executive,2,Married,6644.0,3687.0,2,Yes,No,19.0,3,2,,2.0,10,2,0,0,0,0,0,1994,553.67,,Yes
31,No,Travel Rarely,1463.0,Research & Development,23.0,3,Medical,367,2,Male,64.0,2,2,Healthcare Representative,4,Unknown,7812.92,14408.0,0,Yes,No,21.0,0,2,,1.0,10,2,3,9,0,7,8,1992,651.08,,Yes
38,No,Travel Rarely,322.0,Unknown,7.0,2,Medical,0,1,Female,44.0,4,2,Sales Executive,1,Unknown,5605.0,19191.0,1,Yes,Yes,24.0,4,3,,1.0,8,3,3,8,0,7,7,1985,467.08,,No
44,Yes,Travel Frequently,920.0,Unknown,12.0,3,Life Sciences,392,1,Male,43.0,3,1,Laboratory Technician,3,Unknown,3161.0,19920.0,3,Yes,Yes,22.0,4,4,,1.0,19,0,1,1,0,0,0,1979,263.42,,Yes
36,No,Unknown,506.0,Unknown,3.0,3,Technical Degree,397,3,Male,30.0,3,2,Research Scientist,2,Single,3314.25,26285.0,4,Yes,Unknown,12.0,3,4,,0.0,10,2,3,8,0,7,7,1987,276.19,,Yes
18,Yes,Unknown,807.05,Research & Development,3.0,3,Unknown,0,3,Male,54.0,3,1,Laboratory Technician,3,Single,1420.0,25233.0,1,Yes,No,13.0,3,3,,0.0,0,2,3,0,0,0,0,2005,118.33,,Yes
36,No,Unknown,566.0,Unknown,18.0,4,Life Sciences,407,3,Male,81.0,4,1,Laboratory Technician,4,Married,3299.17,7122.0,4,Yes,No,18.0,3,4,,2.0,4,2,3,1,0,0,0,1987,274.93,,Yes
18,No,Unknown,812.0,Unknown,10.0,3,Unknown,0,4,Female,69.0,2,1,Sales Representative,3,Unknown,1200.0,9724.0,1,Yes,No,12.0,3,1,,0.0,0,2,3,0,0,0,0,2005,100.0,,No
39,Yes,Travel Rarely,1162.0,Unknown,3.0,2,Unknown,445,4,Female,41.0,3,2,Sales Executive,3,Married,5238.0,17778.0,4,Yes,Yes,18.0,3,1,,0.0,12,3,2,1,0,0,0,1984,436.5,,Yes
43,No,Travel Rarely,1001.0,Research & Development,15.0,3,Unknown,0,1,Female,43.0,3,3,Healthcare Representative,1,Married,9985.0,9262.0,8,Yes,No,16.0,3,1,,1.0,0,1,2,1,0,0,0,1980,832.08,,Yes
47,No,Travel Frequently,1309.0,Unknown,4.0,1,Medical,0,2,Male,99.0,3,2,Sales Representative,3,Unknown,2619.11,25751.0,3,Yes,No,19.0,3,1,,0.0,5,3,3,0,0,0,0,1976,218.26,,No
42,No,Travel Rarely,810.0,Unknown,23.0,3,Unknown,468,1,Female,44.0,3,4,Research Director,4,Single,15992.0,15901.0,2,Yes,No,14.0,3,2,,0.0,16,2,3,1,0,0,0,1981,1332.67,,No
32,No,Unknown,1062.0,Unknown,2.0,3,Unknown,471,3,Female,75.0,3,1,Laboratory Technician,2,Married,2370.0,3956.0,1,Yes,No,13.0,0,3,,1.0,8,4,3,8,0,0,7,1991,197.5,,Yes
48,No,Travel Rarely,530.0,Unknown,29.0,1,Medical,473,1,Female,91.0,3,3,Manager,3,Married,17421.96,23978.0,3,Yes,Unknown,21.0,4,2,,1.0,15,3,1,0,0,0,0,1975,1451.83,,Yes
42,No,Travel Rarely,1332.0,Research & Development,2.0,4,Unknown,477,1,Male,98.0,2,2,Healthcare Representative,4,Unknown,6781.0,17078.0,3,Yes,Unknown,23.0,4,2,,0.0,0,6,3,1,0,0,0,1981,565.08,,No
36,No,Non Travel,845.0,Unknown,1.0,3,Medical,479,4,Female,45.0,3,2,Sales Executive,4,Unknown,6653.0,15276.0,4,Yes,Unknown,15.0,0,2,,0.0,0,6,3,1,0,0,0,1987,554.42,,Yes
33,Yes,Travel Rarely,350.0,Unknown,5.0,3,Marketing,485,4,Female,34.0,3,1,Sales Representative,3,Single,2851.0,9150.0,1,Yes,Unknown,13.0,0,2,,0.0,1,2,3,1,0,0,0,1990,237.58,,No
46,No,Unknown,1144.0,Research & Development,7.0,4,Medical,487,3,Female,30.0,3,2,Manufacturing Director,3,Married,5258.0,16044.0,2,Yes,Unknown,14.0,3,3,,0.0,7,2,4,1,0,0,0,1977,438.17,,Yes
21,Yes,Travel Rarely,156.0,Sales,12.0,3,Life Sciences,494,3,Female,90.0,4,1,Sales Representative,2,Single,2619.11,25422.0,1,Yes,Unknown,15.0,3,4,,0.0,1,0,3,1,0,0,0,2002,218.26,,No
30,No,Unknown,202.0,Unknown,2.0,1,Technical Degree,508,3,Male,72.0,3,1,Sales Representative,2,Unknown,2476.0,17434.0,1,Yes,Unknown,18.0,3,1,,1.0,0,3,3,1,0,0,0,1993,206.33,,Yes
30,Yes,Travel Frequently,464.0,Unknown,4.0,3,Unknown,514,3,Male,40.0,3,1,Research Scientist,4,Single,2285.0,3427.0,9,Yes,Yes,23.0,4,3,,0.0,3,4,3,1,0,0,0,1993,190.42,,No
0,No,Travel Rarely,1305.0,Unknown,10.0,4,Unknown,518,3,Male,49.0,3,2,Manufacturing Director,2,Single,4197.0,21123.0,2,Yes,Unknown,12.0,3,4,,0.0,18,2,2,1,0,0,1,1986,349.75,,Yes
40,No,Travel Rarely,555.0,Unknown,2.0,3,Unknown,0,2,Female,78.0,2,2,Laboratory Technician,3,Married,3448.0,13436.0,6,Yes,No,22.0,4,2,,1.0,0,3,3,1,0,0,0,1983,287.33,,Yes
28,No,Travel Rarely,1300.0,Unknown,17.0,2,Unknown,0,3,Male,79.0,3,2,Laboratory Technician,1,Unknown,4558.0,13535.0,1,Yes,Unknown,12.0,3,4,,1.0,10,2,0,10,0,1,8,1995,379.83,,No
38,No,Travel Frequently,1490.0,Unknown,2.0,2,Unknown,556,4,Male,42.0,3,1,Laboratory Technician,4,Married,1702.0,12106.0,1,Yes,Yes,23.0,4,3,,1.0,0,3,3,1,0,0,0,1985,141.83,,No
19,Yes,Unknown,489.0,Unknown,2.0,2,Technical Degree,566,1,Male,65.99,2,1,Human Resources,4,Single,2564.0,18437.0,1,Yes,No,12.0,3,3,,0.0,1,3,4,1,0,0,0,2004,213.67,,Yes
57,No,Travel Rarely,210.0,Unknown,29.0,3,Unknown,568,1,Male,56.0,2,4,Manager,4,Divorced,17421.96,22102.0,3,Yes,No,12.0,3,3,,1.0,0,3,2,1,0,0,0,1966,1451.83,,Yes
47,No,Travel Rarely,983.0,Unknown,2.0,2,Medical,0,1,Female,65.0,3,2,Manufacturing Director,4,Unknown,5070.0,7389.0,5,Yes,Unknown,13.0,0,3,,3.0,20,2,3,5,0,0,4,1976,422.5,,Yes
54,No,Travel Rarely,548.0,Unknown,8.0,4,Life Sciences,0,3,Female,42.0,3,2,Laboratory Technician,3,Single,3780.0,23428.0,7,Yes,Unknown,11.0,3,3,80.0,0.0,0,3,3,1,0,0,0,1969,315.0,,No
31,Yes,Travel Frequently,534.0,Unknown,42.0,3,Unknown,0,4,Male,66.0,3,3,Healthcare Representative,3,Unknown,9824.0,22908.0,3,Yes,No,12.0,3,1,,0.0,12,2,3,1,0,0,0,1992,818.67,,Yes
18,Yes,Travel Frequently,1306.0,Unknown,5.0,3,Marketing,614,2,Male,69.0,3,1,Sales Representative,2,Unknown,1878.0,8059.0,1,Yes,Yes,14.0,3,4,,0.0,0,3,3,0,0,0,0,2005,156.5,,No
40,No,Unknown,1094.0,Unknown,28.0,3,Other,615,3,Male,58.0,1,3,Sales Executive,1,Unknown,6982.03,11373.0,3,Yes,No,15.0,3,3,,1.0,20,2,3,1,0,0,1,1983,581.84,,Yes
26,No,Unknown,775.0,Unknown,29.0,2,Unknown,0,1,Male,45.0,3,2,Sales Executive,3,Unknown,6982.03,4267.0,5,Yes,Unknown,12.0,3,1,,2.0,8,5,3,0,0,0,0,1997,581.84,,Yes
26,Yes,Travel Rarely,471.0,Research & Development,24.0,3,Unknown,622,3,Male,66.0,1,1,Laboratory Technician,4,Single,2340.0,23213.0,1,Yes,Yes,18.0,3,2,,0.0,1,3,1,1,0,0,0,1997,195.0,,Yes
38,No,Unknown,1495.0,Unknown,10.0,3,Unknown,0,3,Female,76.0,3,2,Healthcare Representative,3,Unknown,7812.92,22174.0,3,Yes,No,19.0,3,3,80.0,1.0,18,4,0,1,0,0,0,1985,651.08,,Yes
24,No,Unknown,823.0,Unknown,17.0,2,Other,643,4,Male,94.0,2,1,Laboratory Technician,2,Married,2127.0,9100.0,1,Yes,No,21.0,4,4,,1.0,1,2,3,1,0,0,0,1999,177.25,,Yes
30,Yes,Travel Frequently,448.0,Unknown,12.0,4,Unknown,648,2,Male,74.0,2,1,Sales Representative,1,Married,2033.0,14470.0,1,Yes,No,18.0,3,3,,1.0,1,2,4,1,0,0,0,1993,169.42,,Yes
37,No,Travel Rarely,558.0,Unknown,2.0,3,Marketing,656,4,Male,75.0,3,2,Sales Executive,3,Married,9602.0,3010.0,4,Yes,Unknown,11.0,3,3,,1.0,0,3,2,3,0,1,0,1986,800.17,,No
20,No,Travel Rarely,959.0,Research & Development,1.0,3,Life Sciences,657,4,Female,83.0,2,1,Research Scientist,2,Unknown,3314.25,11757.0,1,Yes,No,13.0,0,4,80.0,0.0,1,0,4,1,0,0,0,2003,276.19,,Yes
43,No,Unknown,782.0,Unknown,14.0,4,Other,661,2,Male,50.0,2,4,Research Director,4,Divorced,16627.0,2671.0,4,Yes,Unknown,14.0,3,3,,1.0,21,3,0,1,0,0,0,1980,1385.58,,No
38,No,Unknown,362.0,Unknown,27.0,1,Life Sciences,662,3,Female,65.99,3,1,Research Scientist,1,Unknown,3314.25,14561.0,3,Yes,No,17.0,3,4,,0.0,8,3,2,0,0,0,0,1985,276.19,,Yes
33,No,Unknown,1216.0,Sales,8.0,4,Marketing,0,3,Male,39.0,3,2,Sales Executive,3,Divorced,6982.03,20431.0,0,Yes,Unknown,12.0,3,4,80.0,0.0,6,3,3,5,0,1,2,1990,581.84,,No
30,No,Unknown,160.0,Unknown,3.0,3,Unknown,0,3,Female,71.0,3,1,Research Scientist,3,Unknown,2083.0,22653.0,1,Yes,No,20.0,4,3,,1.0,1,2,0,1,0,0,0,1993,173.58,,No
